iter	Passed	Remaining
195	298	1224
196	299	1219
197	299	1214
198	300	1209
199	301	1205
200	301	1200
201	302	1195
202	303	1190
203	304	1186
204	304	1182
205	306	1180
206	307	1176
207	307	1172
208	308	1168
209	309	1163
210	310	1159
211	310	1154
212	311	1150
213	312	1147
214	313	1144
215	314	1140
216	314	1136
217	315	1131
218	316	1127
219	316	1123
220	317	1119
221	318	1115
222	319	1112
223	319	1108
224	320	1105
225	321	1102
226	322	1098
227	323	1094
228	324	1091
229	324	1087
230	325	1083
231	326	1080
232	327	1076
233	327	1072
234	328	1068
235	329	1065
236	329	1061
237	330	1057
238	331	1054
239	331	1050
240	332	1046
241	333	1043
242	333	1040
243	334	1037
244	335	1034
245	336	1031
246	337	1028
247	337	1024
248	338	1021
249	339	1018
250	340	1015
251	340	1012
252	341	1008
253	342	1005
254	342	1001
255	343	998
256	344	995
257	345	992
258	345	989
259	346	985
260	347	982
261	347	979
262	348	976
263	349	973
264	350	971
265	351	969
266	352	967
267	353	965
268	354	962
269	355	960
270	356	957
271	356	955
272	357	952
273	358	949
274	359	946
275	359	943
276	360	941
277	361	939
278	362	937
279	364	936
280	365	933
281	366	932
282	367	930
283	368	928
284	369	925
285	369	923
286	371	922
287	372	920
288	373	919
289	374	916
290	375	914
291	376	912
292	376	909
293	377	907
294	378	905
295	380	904
296	381	902
297	382	900
298	383	899
299	384	897
300	385	895
301	386	892
302	387	890
303	387	888
304	388	885
305	389	883
306	390	881
307	391	879
308	393	879
309	394	878
310	396	877
311	396	875
312	397	873
313	398	871
314	399	869
315	400	867
316	401	864
317	402	862
318	403	860
319	403	858
320	404	855
321	405	853
322	406	851
323	407	849
324	408	847
325	409	846
326	410	844
327	411	843
328	412	841
329	413	840
330	414	838
331	415	835
332	416	833
333	417	831
334	417	829
335	418	827
336	420	826
337	421	825
338	422	824
339	424	823
340	425	821
341	425	819
342	426	817
343	427	815
344	428	813
345	429	811
346	430	809
347	430	807
348	431	805
349	432	803
350	433	802
351	434	799
352	435	798
353	436	796
354	437	795
355	438	793
356	439	792
357	440	790
358	441	788
359	442	786
360	443	784
361	444	782
362	444	780
363	445	778
364	446	776
365	447	774
366	448	772
367	448	770
368	449	769
369	450	767
370	454	770
371	455	769
372	456	767
373	457	765
374	459	765
375	460	763
376	460	761
377	462	760
378	463	759
379	464	757
380	465	755
381	465	753
382	468	754
383	469	752
384	470	751
385	471	749
386	472	748
387	473	746
388	474	744
389	475	743
390	476	742
391	477	740
392	478	738
393	479	736
394	479	734
395	480	733
396	482	732
397	483	731
398	484	729
399	485	728
400	486	727
401	488	726
402	489	725
403	490	723
404	491	721
405	492	719
406	492	718
407	494	717
408	495	715
409	497	715
410	499	715
411	500	714
412	501	712
413	502	710
414	503	709
415	504	707
416	504	706
417	505	704
418	506	702
419	507	701
420	508	699
421	509	697
422	510	695
423	511	694
424	512	693
425	513	692
426	514	691
427	515	689
428	516	687
429	517	686
430	518	684
431	519	683
432	520	681
433	521	679
434	522	678
435	523	676
436	524	675
437	525	673
438	526	672
439	527	671
440	528	669
441	529	668
442	530	667
443	531	665
444	532	664
445	533	662
446	534	661
447	535	659
448	536	658
449	537	657
450	539	656
451	540	654
452	541	653
453	542	652
454	543	651
455	544	649
456	546	649
457	547	648
458	548	646
459	549	644
460	550	643
461	551	641
462	552	640
463	553	639
464	554	637
465	555	636
466	556	634
467	557	633
468	558	631
469	558	630
470	559	628
471	560	627
472	561	625
473	562	624
474	563	623
475	564	621
476	566	620
477	567	619
478	567	617
479	568	616
480	570	615
481	571	614
482	572	612
483	573	611
484	574	610
485	575	608
486	576	607
487	577	605
488	578	604
489	581	604
490	582	603
491	582	601
492	583	600
493	584	599
494	586	598
495	587	597
496	588	595
497	589	594
498	590	592
499	591	591
500	592	590
501	593	588
502	594	587
503	596	586
504	597	585
505	603	589
506	606	589
507	607	588
508	608	587
509	610	586
510	612	585
511	617	588
512	619	587
513	620	586
514	622	585
515	623	584
516	624	583
517	624	581
518	625	579
519	626	578
520	627	577
521	631	578
522	632	576
523	633	575
524	634	573
525	634	572
526	636	570
527	636	569
528	637	567
529	638	566
530	639	564
531	640	563
532	641	562
533	644	562
534	645	561
535	646	559
536	647	558
537	648	556
538	649	555
539	649	553
540	650	551
541	651	550
542	651	548
543	652	547
544	653	545
545	654	543
546	654	542
547	655	540
548	656	539
549	657	538
550	660	538
551	662	537
552	662	535
553	663	534
554	664	532
555	665	531
556	665	529
557	666	528
558	667	526
559	668	525
560	669	523
561	670	522
562	671	520
563	673	520
564	675	519
565	676	518
566	677	517
567	678	515
568	679	514
569	680	513
570	681	511
571	682	510
572	682	508
573	683	507
574	684	505
575	685	504
576	686	503
577	688	502
578	689	501
579	690	499
580	691	498
581	691	496
582	692	495
583	693	493
584	694	492
585	694	490
586	695	489
587	696	488
588	697	486
589	698	485
590	699	483
591	700	482
592	703	483
593	704	481
594	705	480
595	706	478
596	707	477
597	708	476
598	708	474
599	709	473
600	710	471
601	711	470
602	712	469
603	713	467
604	714	466
605	717	466
606	718	465
607	719	463
608	720	462
609	721	461
610	722	459
611	723	458
612	723	456
613	724	455
614	725	453
615	725	452
616	726	451
617	727	449
618	728	448
619	728	446
620	731	446
621	732	445
622	733	443
623	734	442
624	734	440
625	735	439
626	736	437
627	737	436
628	737	435
629	738	433
630	739	432
631	740	431
632	741	429
633	741	428
634	742	426
635	743	425
636	744	424
637	745	422
638	746	421
639	747	420
640	748	419
641	749	418
642	750	416
643	751	415
644	752	413
645	752	412
646	753	411
647	754	409
648	754	408
649	755	406
650	756	405
651	757	404
652	757	402
653	758	401
654	759	400
655	760	398
656	761	397
657	762	396
658	763	394
659	763	393
660	764	392
661	765	390
662	766	389
663	767	388
664	767	386
665	768	385
666	769	384
667	770	382
668	770	381
669	771	380
670	772	378
671	773	377
672	774	376
673	775	375
674	776	373
675	777	372
676	778	371
677	779	370
678	780	368
679	780	367
680	781	366
681	782	364
682	783	363
683	783	362
684	784	360
685	785	359
686	785	358
687	786	356
688	787	355
689	788	354
690	788	352
691	789	351
692	790	350
693	791	349
694	792	347
695	793	346
696	794	345
697	795	344
698	796	342
699	797	341
700	797	340
701	798	338
702	799	337
703	799	336
704	800	335
705	801	333
706	801	332
707	802	331
708	803	329
709	804	328
710	805	327
711	806	326
712	807	325
713	808	323
714	809	322
715	809	321
716	810	319
717	811	318
718	812	317
719	812	316
720	813	314
721	814	313
722	815	312
723	815	310
724	816	309
725	817	308
726	817	307
727	819	306
728	820	305
729	821	303
730	822	302
731	823	301
732	823	300
733	824	298
734	825	297
735	825	296
736	826	295
737	827	293
738	828	292
739	828	291
740	829	289
741	830	288
742	830	287
743	831	286
744	832	284
745	834	284
746	835	282
747	836	281
748	837	280
749	838	279
750	839	278
751	839	276
752	840	275
753	841	274
754	841	273
755	842	271
756	843	270
757	844	269
758	844	268
759	845	267
760	846	265
761	847	264
762	848	263
763	850	262
764	850	261
765	851	260
766	852	258
767	853	257
768	853	256
769	854	255
770	855	254
771	855	252
772	856	251
773	857	250
774	858	249
775	858	247
776	859	246
777	860	245
778	861	244
779	863	243
780	864	242
781	865	241
782	865	239
783	866	238
784	867	237
785	868	236
786	868	235
787	869	233
788	870	232
789	870	231
790	871	230
791	872	229
792	873	227
793	874	226
794	874	225
795	875	224
796	876	223
797	877	222
798	878	220
799	879	219
800	880	218
801	880	217
802	881	216
803	882	215
804	883	213
805	883	212
806	884	211
807	885	210
808	885	209
809	886	208
810	887	206
811	888	205
812	889	204
813	889	203
814	890	202
815	891	201
816	892	199
817	893	198
818	894	197
819	895	196
820	896	195
821	897	194
822	898	193
823	899	192
824	900	191
825	901	189
826	902	188
827	904	187
828	905	186
829	906	185
830	907	184
831	908	183
832	911	182
833	912	181
834	913	180
835	914	179
836	915	178
837	916	177
838	917	176
839	918	174
840	919	173
841	920	172
842	920	171
843	921	170
844	924	169
845	925	168
846	926	167
847	927	166
848	928	165
849	929	163
850	930	162
851	930	161
852	931	160
853	932	159
854	933	158
855	934	157
856	934	155
857	935	154
858	937	153
859	939	152
860	940	151
861	942	150
862	943	149
863	944	148
864	944	147
865	945	146
866	946	145
867	947	144
868	948	142
869	949	141
870	949	140
871	951	139
872	953	138
873	954	137
874	955	136
875	957	135
876	958	134
877	959	133
878	959	132
879	960	131
880	961	129
881	962	128
882	963	127
883	963	126
884	964	125
885	965	124
886	967	123
887	968	122
888	969	121
889	970	119
890	971	118
891	972	117
892	972	116
893	973	115
894	974	114
895	975	113
896	976	112
897	977	111
898	978	109
899	980	108
900	983	108
901	984	106
902	985	105
903	986	104
904	987	103
905	987	102
906	989	101
907	990	100
908	991	99
909	992	98
910	993	97
911	993	95
912	995	94
913	996	93
914	997	92
915	998	91
916	999	90
917	1001	89
918	1002	88
919	1003	87
920	1005	86
921	1006	85
922	1007	84
923	1009	83
924	1010	81
925	1011	80
926	1012	79
927	1013	78
928	1015	77
929	1016	76
930	1017	75
931	1018	74
932	1019	73
933	1020	72
934	1021	70
935	1022	69
936	1023	68
937	1024	67
938	1026	66
939	1027	65
940	1028	64
941	1029	63
942	1030	62
943	1031	61
944	1032	60
945	1032	58
946	1033	57
947	1034	56
948	1035	55
949	1036	54
950	1037	53
951	1039	52
952	1041	51
953	1042	50
954	1043	49
955	1044	48
956	1045	46
957	1045	45
958	1046	44
959	1047	43
960	1048	42
961	1049	41
962	1050	40
963	1050	39
964	1052	38
965	1053	37
966	1054	35
967	1056	34
968	1057	33
969	1058	32
970	1059	31
971	1060	30
972	1060	29
973	1061	28
974	1062	27
975	1063	26
976	1064	25
977	1065	23
978	1065	22
979	1066	21
980	1068	20
981	1069	19
982	1070	18
983	1071	17
984	1071	16
985	1072	15
986	1073	14
987	1073	13
988	1074	11
989	1075	10
990	1076	9
991	1076	8
992	1077	7
993	1078	6
994	1079	5
995	1080	4
996	1083	3
997	1084	2
998	1085	1
999	1086	0
